Q1_1w_female.sql,0m6.877s,0m6.913s,0m6.844s,0m6.812s,0m6.805s,0m6.884s,0m6.933s,0m6.902s,0m6.748s,0m6.883s
Q1_1w_male.sql,0m6.891s,0m6.996s,0m7.152s,0m6.826s,0m6.815s,0m7.138s,0m6.927s,0m6.912s,0m6.832s,0m6.829s
Q1_2w_female.sql,0m6.826s,0m6.776s,0m6.984s,0m6.955s,0m6.827s,0m6.895s,0m6.898s,0m6.808s,0m6.860s,0m6.841s
Q1_2w_male.sql,0m7.404s,0m7.060s,0m6.844s,0m6.913s,0m6.821s,0m6.869s,0m6.877s,0m6.730s,0m6.672s,0m6.853s
Q1_3w_female.sql,0m6.875s,0m6.815s,0m6.963s,0m6.814s,0m7.035s,0m7.033s,0m6.985s,0m6.800s,0m6.689s,0m6.831s
Q1_3w_male.sql,0m7.071s,0m7.016s,0m7.134s,0m6.962s,0m6.959s,0m6.965s,0m7.064s,0m7.010s,0m6.797s,0m6.938s
Q2_1w_female.sql,0m6.918s,0m6.717s,0m6.962s,0m6.956s,0m6.923s,0m6.873s,0m6.894s,0m6.833s,0m6.973s,0m6.885s
Q2_1w_male.sql,0m6.754s,0m6.841s,0m7.048s,0m6.888s,0m6.777s,0m6.948s,0m6.855s,0m6.852s,0m6.886s,0m6.803s
Q2_2w_female.sql,0m6.968s,0m7.006s,0m7.056s,0m7.136s,0m7.101s,0m6.982s,0m7.017s,0m7.154s,0m6.977s,0m6.957s
Q2_2w_male.sql,0m6.966s,0m6.917s,0m6.920s,0m7.022s,0m6.717s,0m6.994s,0m7.062s,0m7.052s,0m7.004s,0m6.880s
Q2_3w_female.sql,0m7.077s,0m7.146s,0m7.120s,0m7.034s,0m6.862s,0m7.065s,0m7.186s,0m7.134s,0m7.152s,0m7.132s
Q2_3w_male.sql,0m7.182s,0m7.131s,0m7.132s,0m6.966s,0m7.091s,0m7.132s,0m7.066s,0m7.072s,0m7.100s,0m7.027s
Q3_1w_female.sql,0m7.480s,0m7.483s,0m7.551s,0m7.552s,0m7.550s,0m7.540s,0m7.535s,0m7.439s,0m7.479s,0m7.354s
Q3_1w_male.sql,0m7.446s,0m7.537s,0m7.458s,0m7.495s,0m7.620s,0m7.388s,0m7.512s,0m7.491s,0m7.518s,0m7.419s
Q3_2w_female.sql,0m7.448s,0m7.374s,0m7.453s,0m7.425s,0m7.543s,0m7.565s,0m7.503s,0m7.434s,0m7.439s,0m7.430s
Q3_2w_male.sql,0m7.522s,0m7.556s,0m7.455s,0m7.490s,0m7.449s,0m7.432s,0m7.364s,0m7.359s,0m7.360s,0m7.330s
Q3_3w_female.sql,0m7.506s,0m7.446s,0m7.611s,0m7.509s,0m7.313s,0m7.368s,0m7.398s,0m7.325s,0m7.270s,0m7.250s
Q3_3w_male.sql,0m7.400s,0m7.287s,0m7.408s,0m7.457s,0m7.338s,0m7.404s,0m7.392s,0m7.373s,0m7.451s,0m7.370s
Q4_1w_female.sql,0m7.676s,0m7.691s,0m7.636s,0m7.639s,0m7.660s,0m7.554s,0m7.606s,0m7.772s,0m7.693s,0m7.736s
Q4_1w_male.sql,0m7.702s,0m7.718s,0m7.734s,0m7.763s,0m7.600s,0m7.739s,0m7.745s,0m7.756s,0m7.910s,0m7.718s
Q4_2w_female.sql,0m7.811s,0m7.884s,0m7.871s,0m7.831s,0m7.740s,0m7.781s,0m7.858s,0m7.704s,0m7.821s,0m7.807s
Q4_2w_male.sql,0m7.869s,0m7.841s,0m7.744s,0m7.802s,0m7.799s,0m7.752s,0m7.790s,0m7.821s,0m7.736s,0m7.791s
Q4_3w_female.sql,0m7.868s,0m7.806s,0m7.855s,0m7.784s,0m7.733s,0m7.823s,0m7.635s,0m7.760s,0m7.758s,0m7.787s
Q4_3w_male.sql,0m7.898s,0m7.801s,0m7.808s,0m7.752s,0m7.901s,0m7.841s,0m7.770s,0m7.814s,0m7.886s,0m7.877s
